Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,date,quarter,month_sin,month_cos,price_per_kwh,range_per_kwh,deliveries_lag_1,deliveries_lag_3,price_lag_1,deliveries_roll_3,price_roll_3
2015,1,Middle East,Model X,7419,8000,79927.87,75,413,459.61,Official (Quarter),4294,2015-01-01,1,0.49999999999999994,0.8660254037844387,1065.7049333333332,5.506666666666667,,,,,
2015,1,Europe,Model Y,10835,11723,62939.81,120,718,1166.93,Official (Quarter),12301,2015-01-01,1,0.49999999999999994,0.8660254037844387,524.4984166666667,5.983333333333333,,,,,
2015,1,Europe,Model X,8833,8878,113652.43,82,461,610.8,Official (Quarter),10950,2015-01-01,1,0.49999999999999994,0.8660254037844387,1386.005243902439,5.621951219512195,,,,,
2015,1,Asia,Model S,9537,10093,68994.43,82,484,692.39,Official (Quarter),7281,2015-01-01,1,0.49999999999999994,0.8660254037844387,841.3954878048779,5.902439024390244,,,,,
2015,1,Asia,Model Y,12446,13885,55183.13,60,340,634.75,Official (Quarter),4390,2015-01-01,1,0.49999999999999994,0.8660254037844387,919.7188333333332,5.666666666666667,,,,,
2015,2,Middle East,Model S,5076,5146,112805.1,60,357,271.82,Interpolated (Month),10597,2015-02-01,1,0.8660254037844386,0.5000000000000001,1880.085,5.95,13902.0,,94629.02,13902.0,94629.02
2015,2,Europe,Cybertruck,5325,5514,100975.14,82,466,372.22,Interpolated (Month),10587,2015-02-01,1,0.8660254037844386,0.5000000000000001,1231.4041463414635,5.682926829268292,2161.0,,112637.91,2161.0,112637.91
2015,2,Asia,Model X,3797,4164,62205.65,75,438,249.46,Official (Quarter),7640,2015-02-01,1,0.8660254037844386,0.5000000000000001,829.4086666666667,5.84,7292.0,,107082.3,7292.0,107082.3
2015,2,Middle East,Model Y,11172,11180,61256.56,100,577,966.94,Official (Quarter),11302,2015-02-01,1,0.8660254037844386,0.5000000000000001,612.5656,5.77,10348.0,,85599.95,10348.0,85599.95
2015,2,North America,Model 3,7992,8955,63059.9,100,594,712.09,Official (Quarter),9472,2015-02-01,1,0.8660254037844386,0.5000000000000001,630.599,5.94,9446.0,,110632.33,9446.0,110632.33
2015,2,North America,Model S,6766,7709,106568.43,100,581,589.66,Interpolated (Month),13457,2015-02-01,1,0.8660254037844386,0.5000000000000001,1065.6843,5.81,11986.0,,91906.09,11986.0,91906.09
2015,2,Middle East,Model 3,5052,5602,112797.72,75,445,337.22,Official (Quarter),12358,2015-02-01,1,0.8660254037844386,0.5000000000000001,1503.9696000000001,5.933333333333334,11446.0,,89289.4,11446.0,89289.4
2015,2,North America,Model Y,8689,8698,85752.31,120,685,892.79,Estimated (Region),5665,2015-02-01,1,0.8660254037844386,0.5000000000000001,714.6025833333333,5.708333333333333,12170.0,,70386.04,12170.0,70386.04
2015,2,North America,Model X,7191,7436,79897.55,75,443,477.84,Estimated (Region),13328,2015-02-01,1,0.8660254037844386,0.5000000000000001,1065.3006666666668,5.906666666666666,8122.0,,62838.32,8122.0,62838.32
2015,2,Asia,Model 3,18761,18875,91362.51,82,478,1345.16,Estimated (Region),3199,2015-02-01,1,0.8660254037844386,0.5000000000000001,1114.1769512195121,5.829268292682927,8795.0,,87988.73,8795.0,87988.73
2015,2,Europe,Model 3,2324,2423,52582.09,120,696,242.63,Interpolated (Month),9032,2015-02-01,1,0.8660254037844386,0.5000000000000001,438.1840833333333,5.8,7597.0,,80810.67,7597.0,80810.67
2015,2,Asia,Model S,12347,12514,108471.17,82,464,859.35,Interpolated (Month),5238,2015-02-01,1,0.8660254037844386,0.5000000000000001,1322.8191463414635,5.658536585365853,9537.0,,68994.43,9537.0,68994.43
2015,2,Asia,Model Y,10274,11717,59626.47,75,425,654.97,Interpolated (Month),4361,2015-02-01,1,0.8660254037844386,0.5000000000000001,795.0196,5.666666666666667,12446.0,,55183.13,12446.0,55183.13
2015,2,North America,Cybertruck,8629,9849,72624.21,82,472,610.93,Interpolated (Month),11436,2015-02-01,1,0.8660254037844386,0.5000000000000001,885.6610975609757,5.7560975609756095,6367.0,,104962.32,6367.0,104962.32
2015,2,Europe,Model S,6790,7160,118024.75,60,358,364.62,Interpolated (Month),6021,2015-02-01,1,0.8660254037844386,0.5000000000000001,1967.0791666666667,5.966666666666667,4350.0,,53251.53,4350.0,53251.53
2015,2,Europe,Model Y,9861,11318,66943.87,100,583,862.34,Official (Quarter),12139,2015-02-01,1,0.8660254037844386,0.5000000000000001,669.4386999999999,5.83,10835.0,,62939.81,10835.0,62939.81
2015,2,Europe,Model X,9893,9969,69505.25,82,488,724.17,Official (Quarter),5874,2015-02-01,1,0.8660254037844386,0.5000000000000001,847.625,5.951219512195122,8833.0,,113652.43,8833.0,113652.43
2015,2,Middle East,Cybertruck,7142,7840,65698.85,60,351,376.03,Official (Quarter),5846,2015-02-01,1,0.8660254037844386,0.5000000000000001,1094.9808333333335,5.85,8803.0,,102888.58,8803.0,102888.58
2015,2,Middle East,Model X,4718,5172,55889.8,100,558,394.9,Estimated (Region),13782,2015-02-01,1,0.8660254037844386,0.5000000000000001,558.898,5.58,7419.0,,79927.87,7419.0,79927.87
2015,2,Asia,Cybertruck,13254,14878,88864.06,75,432,858.86,Estimated (Region),5902,2015-02-01,1,0.8660254037844386,0.5000000000000001,1184.8541333333333,5.76,11325.0,,54449.08,11325.0,54449.08
2015,3,North America,Cybertruck,5716,6522,116775.0,60,357,306.09,Interpolated (Month),7441,2015-03-01,1,1.0,6.123233995736766e-17,1946.25,5.95,8629.0,,72624.21,7498.0,88793.26500000001
2015,3,Asia,Model S,12060,13504,95497.48,82,479,866.51,Official (Quarter),12549,2015-03-01,1,1.0,6.123233995736766e-17,1164.6034146341462,5.841463414634147,12347.0,,108471.17,10942.0,88732.79999999999
2015,3,North America,Model X,9691,10987,94179.7,82,483,702.11,Interpolated (Month),9031,2015-03-01,1,1.0,6.123233995736766e-17,1148.5329268292683,5.890243902439025,7191.0,,79897.55,7656.5,71367.935
2015,3,North America,Model Y,11364,12347,84476.24,75,419,714.23,Official (Quarter),11669,2015-03-01,1,1.0,6.123233995736766e-17,1126.3498666666667,5.586666666666667,8689.0,,85752.31,10429.5,78069.17499999999
2015,3,Europe,Model Y,10232,11578,101853.8,100,584,896.32,Official (Quarter),11429,2015-03-01,1,1.0,6.123233995736766e-17,1018.538,5.84,9861.0,,66943.87,10348.0,64941.84
2015,3,Middle East,Model S,5689,5733,87194.82,60,346,295.26,Interpolated (Month),10649,2015-03-01,1,1.0,6.123233995736766e-17,1453.247,5.766666666666667,5076.0,,112805.1,9489.0,103717.06
2015,3,Middle East,Model Y,5198,5319,67517.0,82,473,368.8,Interpolated (Month),11575,2015-03-01,1,1.0,6.123233995736766e-17,823.3780487804878,5.7682926829268295,11172.0,,61256.56,10760.0,73428.255
2015,3,Europe,Model X,3940,4493,98722.09,75,433,255.9,Interpolated (Month),4166,2015-03-01,1,1.0,6.123233995736766e-17,1316.2945333333332,5.773333333333333,9893.0,,69505.25,9363.0,91578.84
2015,3,Asia,Model 3,25410,28802,73659.66,60,341,1299.72,Official (Quarter),4127,2015-03-01,1,1.0,6.123233995736766e-17,1227.661,5.683333333333334,18761.0,,91362.51,13778.0,89675.62
2015,3,Europe,Cybertruck,5428,5720,70551.43,120,708,576.45,Interpolated (Month),12721,2015-03-01,1,1.0,6.123233995736766e-17,587.9285833333332,5.9,5325.0,,100975.14,3743.0,106806.525
2015,3,Europe,Model 3,6612,7456,72184.54,82,457,453.25,Official (Quarter),9681,2015-03-01,1,1.0,6.123233995736766e-17,880.2992682926829,5.573170731707317,2324.0,,52582.09,4960.5,66696.38
2015,3,Europe,Model S,11929,11956,114982.3,120,685,1225.7,Official (Quarter),14599,2015-03-01,1,1.0,6.123233995736766e-17,958.1858333333333,5.708333333333333,6790.0,,118024.75,5570.0,85638.14
2015,3,Asia,Model Y,10327,10374,52614.37,75,443,686.23,Interpolated (Month),7322,2015-03-01,1,1.0,6.123233995736766e-17,701.5249333333334,5.906666666666666,10274.0,,59626.47,11360.0,57404.8
2015,3,North America,Model 3,6717,6811,75740.11,82,461,464.48,Estimated (Region),5927,2015-03-01,1,1.0,6.123233995736766e-17,923.6598780487805,5.621951219512195,7992.0,,63059.9,8719.0,86846.115
2015,3,North America,Model S,14634,16060,109445.64,60,349,766.09,Official (Quarter),9819,2015-03-01,1,1.0,6.123233995736766e-17,1824.094,5.816666666666666,6766.0,,106568.43,9376.0,99237.26
2015,3,Middle East,Model X,10745,10785,117385.39,100,591,952.54,Estimated (Region),11351,2015-03-01,1,1.0,6.123233995736766e-17,1173.8539,5.91,4718.0,,55889.8,6068.5,67908.83499999999
2015,3,Middle East,Cybertruck,8661,9518,69595.37,100,597,775.59,Estimated (Region),11854,2015-03-01,1,1.0,6.123233995736766e-17,695.9536999999999,5.97,7142.0,,65698.85,7972.5,84293.715
2015,3,Asia,Cybertruck,10257,11441,65107.47,100,581,893.9,Interpolated (Month),4024,2015-03-01,1,1.0,6.123233995736766e-17,651.0747,5.81,13254.0,,88864.06,12289.5,71656.57
2015,3,Middle East,Model 3,1899,2125,68958.26,60,343,97.7,Estimated (Region),3941,2015-03-01,1,1.0,6.123233995736766e-17,1149.3043333333333,5.716666666666667,5052.0,,112797.72,8249.0,101043.56
2015,3,Asia,Model X,8058,8620,87985.12,120,677,818.29,Official (Quarter),10089,2015-03-01,1,1.0,6.123233995736766e-17,733.2093333333333,5.641666666666667,3797.0,,62205.65,5544.5,84643.975
2015,4,North America,Model X,11775,12612,56848.39,82,471,831.9,Interpolated (Month),8681,2015-04-01,2,0.8660254037844387,-0.4999999999999998,693.2730487804878,5.7439024390243905,9691.0,8122.0,94179.7,8334.666666666666,78971.85666666667
2015,4,Asia,Model 3,11229,12493,106478.43,82,491,827.02,Official (Quarter),7951,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1298.5174390243901,5.987804878048781,25410.0,8795.0,73659.66,17655.333333333332,84336.96666666666
2015,4,Europe,Model 3,10279,11728,90283.19,120,683,1053.08,Estimated (Region),10719,2015-04-01,2,0.8660254037844387,-0.4999999999999998,752.3599166666667,5.691666666666666,6612.0,7597.0,72184.54,5511.0,68525.76666666666
2015,4,Asia,Cybertruck,15221,15951,112686.63,60,341,778.55,Estimated (Region),3130,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1878.1105,5.683333333333334,10257.0,11325.0,65107.47,11612.0,69473.53666666667
2015,4,Europe,Cybertruck,7509,8426,69729.83,75,416,468.56,Official (Quarter),11360,2015-04-01,2,0.8660254037844387,-0.4999999999999998,929.7310666666667,5.546666666666667,5428.0,2161.0,70551.43,4304.666666666667,94721.49333333333
2015,4,Middle East,Model Y,9951,10036,88467.02,60,343,511.98,Estimated (Region),13652,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1474.4503333333334,5.716666666666667,5198.0,10348.0,67517.0,8906.0,71457.83666666667
2015,4,Middle East,Model 3,10387,11371,81391.19,120,677,1054.8,Estimated (Region),6943,2015-04-01,2,0.8660254037844387,-0.4999999999999998,678.2599166666666,5.641666666666667,1899.0,11446.0,68958.26,6132.333333333333,90348.46
2015,4,North America,Model S,18488,19651,67341.17,120,681,1888.55,Interpolated (Month),12094,2015-04-01,2,0.8660254037844387,-0.4999999999999998,561.1764166666667,5.675,14634.0,11986.0,109445.64,11128.666666666666,102640.05333333333
2015,4,North America,Model 3,14129,14159,58125.08,120,662,1403.01,Official (Quarter),3488,2015-04-01,2,0.8660254037844387,-0.4999999999999998,484.3756666666667,5.516666666666667,6717.0,9446.0,75740.11,8051.666666666667,83144.11333333333
2015,4,Asia,Model X,15110,15882,115153.01,100,592,1341.77,Estimated (Region),8147,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1151.5301,5.92,8058.0,7292.0,87985.12,6382.333333333333,85757.69
2015,4,North America,Model Y,13098,13438,80369.62,60,341,669.96,Interpolated (Month),10390,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1339.4936666666665,5.683333333333334,11364.0,12170.0,84476.24,10741.0,80204.86333333333
2015,4,Middle East,Model X,12380,13628,102666.22,100,589,1093.77,Interpolated (Month),12475,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1026.6622,5.89,10745.0,7419.0,117385.39,7627.333333333333,84401.02
2015,4,Asia,Model S,13598,15097,106243.67,100,564,1150.39,Official (Quarter),5129,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1062.4367,5.64,12060.0,9537.0,95497.48,11314.666666666666,90987.69333333331
2015,4,Europe,Model Y,11123,11241,72328.29,100,592,987.72,Official (Quarter),3279,2015-04-01,2,0.8660254037844387,-0.4999999999999998,723.2828999999999,5.92,10232.0,10835.0,101853.8,10309.333333333334,77245.82666666666
2015,4,North America,Cybertruck,8239,8701,93810.19,82,471,582.09,Estimated (Region),13277,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1144.0267073170733,5.7439024390243905,5716.0,6367.0,116775.0,6904.0,98120.51000000001
2015,4,Asia,Model Y,7633,8492,102818.0,82,455,520.95,Estimated (Region),13830,2015-04-01,2,0.8660254037844387,-0.4999999999999998,1253.878048780488,5.548780487804878,10327.0,12446.0,52614.37,11015.666666666666,55807.99
2015,4,Europe,Model X,8458,9039,88193.18,120,716,908.39,Interpolated (Month),7633,2015-04-01,2,0.8660254037844387,-0.4999999999999998,734.9431666666666,5.966666666666667,3940.0,8833.0,98722.09,7555.333333333333,93959.92333333334
2015,4,Europe,Model S,10522,11561,61405.41,82,453,714.97,Estimated (Region),10709,2015-04-01,2,0.8660254037844387,-0.4999999999999998,748.8464634146342,5.524390243902439,11929.0,4350.0,114982.3,7689.666666666667,95419.52666666667
2015,4,Middle East,Model S,10084,11453,56390.07,100,565,854.62,Estimated (Region),14400,2015-04-01,2,0.8660254037844387,-0.4999999999999998,563.9007,5.65,5689.0,13902.0,87194.82,8222.333333333334,98209.64666666667
2015,4,Middle East,Cybertruck,6410,6747,58194.69,82,456,438.44,Estimated (Region),12138,2015-04-01,2,0.8660254037844387,-0.4999999999999998,709.6913414634147,5.560975609756097,8661.0,8803.0,69595.37,8202.0,79394.26666666666
2015,5,North America,Cybertruck,13430,13654,84483.76,100,550,1107.97,Interpolated (Month),8623,2015-05-01,2,0.49999999999999994,-0.8660254037844387,844.8376,5.5,8239.0,8629.0,93810.19,7528.0,94403.13333333335
2015,5,Europe,Model S,9360,9439,58317.25,120,667,936.47,Interpolated (Month),10790,2015-05-01,2,0.49999999999999994,-0.8660254037844387,485.9770833333333,5.558333333333334,10522.0,6790.0,61405.41,9747.0,98137.48666666668
2015,5,Europe,Model X,16130,16670,117425.58,75,412,996.83,Interpolated (Month),14638,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1565.6744,5.493333333333333,8458.0,9893.0,88193.18,7430.333333333333,85473.50666666667
2015,5,Middle East,Model S,11967,13068,79277.01,100,596,1069.85,Estimated (Region),13392,2015-05-01,2,0.49999999999999994,-0.8660254037844387,792.7701,5.96,10084.0,5076.0,56390.07,6949.666666666667,85463.33
2015,5,North America,Model Y,4370,4616,55845.05,120,706,462.78,Official (Quarter),9700,2015-05-01,2,0.49999999999999994,-0.8660254037844387,465.3754166666667,5.883333333333334,13098.0,8689.0,80369.62,11050.333333333334,83532.72333333333
2015,5,Middle East,Cybertruck,7602,8738,88880.22,120,706,805.05,Official (Quarter),14337,2015-05-01,2,0.49999999999999994,-0.8660254037844387,740.6685,5.883333333333334,6410.0,7142.0,58194.69,7404.333333333333,64496.30333333332
2015,5,North America,Model 3,10974,12136,55694.41,120,665,1094.66,Estimated (Region),14839,2015-05-01,2,0.49999999999999994,-0.8660254037844387,464.12008333333335,5.541666666666667,14129.0,7992.0,58125.08,9612.666666666666,65641.69666666667
2015,5,Middle East,Model Y,3622,3652,110530.57,60,354,192.33,Interpolated (Month),14996,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1842.1761666666669,5.9,9951.0,11172.0,88467.02,8773.666666666666,72413.52666666667
2015,5,Middle East,Model 3,14717,16896,60529.18,100,579,1278.17,Official (Quarter),7570,2015-05-01,2,0.49999999999999994,-0.8660254037844387,605.2918,5.79,10387.0,5052.0,81391.19,5779.333333333333,87715.72333333333
2015,5,Europe,Cybertruck,10050,10998,98702.41,75,429,646.72,Estimated (Region),10530,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1316.0321333333334,5.72,7509.0,5325.0,69729.83,6087.333333333333,80418.8
2015,5,Middle East,Model X,8123,9304,108948.32,120,710,865.1,Interpolated (Month),8624,2015-05-01,2,0.49999999999999994,-0.8660254037844387,907.9026666666667,5.916666666666667,12380.0,4718.0,102666.22,9281.0,91980.47000000002
2015,5,Asia,Model S,13489,13580,69667.42,120,717,1450.74,Interpolated (Month),13683,2015-05-01,2,0.49999999999999994,-0.8660254037844387,580.5618333333333,5.975,13598.0,12347.0,106243.67,12668.333333333334,103404.10666666667
2015,5,North America,Model X,4207,4719,116307.4,75,449,283.34,Official (Quarter),12040,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1550.7653333333333,5.986666666666666,11775.0,7191.0,56848.39,9552.333333333334,76975.21333333333
2015,5,Europe,Model 3,12077,13820,76240.94,75,423,766.29,Interpolated (Month),13423,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1016.5458666666667,5.64,10279.0,2324.0,90283.19,6405.0,71683.27333333333
2015,5,Asia,Model 3,10733,11466,93409.28,120,676,1088.33,Official (Quarter),5257,2015-05-01,2,0.49999999999999994,-0.8660254037844387,778.4106666666667,5.633333333333334,11229.0,18761.0,106478.43,18466.666666666668,90500.2
2015,5,Asia,Model X,1504,1635,55441.42,60,359,80.99,Official (Quarter),14834,2015-05-01,2,0.49999999999999994,-0.8660254037844387,924.0236666666666,5.983333333333333,15110.0,3797.0,115153.01,8988.333333333334,88447.92666666668
2015,5,North America,Model S,6711,6795,99067.84,100,553,556.68,Estimated (Region),12862,2015-05-01,2,0.49999999999999994,-0.8660254037844387,990.6784,5.53,18488.0,6766.0,67341.17,13296.0,94451.74666666666
2015,5,Asia,Model Y,7896,8722,87526.75,100,565,669.19,Interpolated (Month),12765,2015-05-01,2,0.49999999999999994,-0.8660254037844387,875.2675,5.65,7633.0,10274.0,102818.0,9411.333333333334,71686.28
2015,5,Europe,Model Y,10896,11016,88769.8,82,490,800.86,Official (Quarter),9277,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1082.5585365853658,5.975609756097561,11123.0,9861.0,72328.29,10405.333333333334,80375.31999999999
2015,5,Asia,Cybertruck,6406,7281,107577.61,75,448,430.48,Interpolated (Month),11708,2015-05-01,2,0.49999999999999994,-0.8660254037844387,1434.3681333333334,5.973333333333334,15221.0,13254.0,112686.63,12910.666666666666,88886.05333333333
2015,6,Asia,Model 3,6240,6864,62062.39,120,671,628.06,Estimated (Region),3490,2015-06-01,2,1.2246467991473532e-16,-1.0,517.1865833333334,5.591666666666667,10733.0,25410.0,93409.28,15790.666666666666,91182.45666666667
2015,6,North America,Model S,8199,8753,59041.16,120,717,881.8,Estimated (Region),10274,2015-06-01,2,1.2246467991473532e-16,-1.0,492.0096666666667,5.975,6711.0,14634.0,99067.84,13277.666666666666,91951.55
2015,6,North America,Cybertruck,12581,13909,64907.49,100,556,1049.26,Estimated (Region),3174,2015-06-01,2,1.2246467991473532e-16,-1.0,649.0749,5.56,13430.0,5716.0,84483.76,9128.333333333334,98356.31666666665
2015,6,Middle East,Cybertruck,14478,15062,76409.89,75,413,896.91,Official (Quarter),6864,2015-06-01,2,1.2246467991473532e-16,-1.0,1018.7985333333334,5.506666666666667,7602.0,8661.0,88880.22,7557.666666666667,72223.42666666667
2015,6,Middle East,Model 3,8899,9724,75823.95,100,573,764.87,Estimated (Region),11969,2015-06-01,2,1.2246467991473532e-16,-1.0,758.2395,5.73,14717.0,1899.0,60529.18,9001.0,70292.87666666666
2015,6,North America,Model X,11329,12213,104062.29,82,472,802.09,Estimated (Region),13226,2015-06-01,2,1.2246467991473532e-16,-1.0,1269.0523170731706,5.7560975609756095,4207.0,9691.0,116307.4,8557.666666666666,89111.83
2015,6,Asia,Model S,11466,11778,74196.71,120,713,1226.29,Estimated (Region),8687,2015-06-01,2,1.2246467991473532e-16,-1.0,618.3059166666667,5.941666666666666,13489.0,12060.0,69667.42,13049.0,90469.52333333333
2015,6,Europe,Model 3,8922,9609,104855.71,75,427,571.45,Official (Quarter),10465,2015-06-01,2,1.2246467991473532e-16,-1.0,1398.0761333333335,5.693333333333333,12077.0,6612.0,76240.94,9656.0,79569.55666666666
2015,6,Asia,Model Y,6828,7039,75498.89,100,575,588.91,Interpolated (Month),11284,2015-06-01,2,1.2246467991473532e-16,-1.0,754.9889,5.75,7896.0,10327.0,87526.75,8618.666666666666,80986.37333333334
2015,6,Europe,Model S,15474,16287,91294.24,82,467,1083.95,Official (Quarter),8249,2015-06-01,2,1.2246467991473532e-16,-1.0,1113.3443902439026,5.695121951219512,9360.0,11929.0,58317.25,10603.666666666666,78234.98666666668
2015,6,North America,Model 3,12491,12919,97019.05,60,348,652.03,Estimated (Region),7297,2015-06-01,2,1.2246467991473532e-16,-1.0,1616.9841666666666,5.8,10974.0,6717.0,55694.41,10606.666666666666,63186.533333333326
2015,6,Europe,Cybertruck,9777,10705,66810.19,82,454,665.81,Estimated (Region),4546,2015-06-01,2,1.2246467991473532e-16,-1.0,814.7584146341463,5.536585365853658,10050.0,5428.0,98702.41,7662.333333333333,79661.22333333334
2015,6,North America,Model Y,7006,7585,89265.66,75,445,467.65,Official (Quarter),7841,2015-06-01,2,1.2246467991473532e-16,-1.0,1190.2088,5.933333333333334,4370.0,11364.0,55845.05,9610.666666666666,73563.63666666666
2015,6,Asia,Cybertruck,7201,8144,114461.07,75,414,447.18,Estimated (Region),6322,2015-06-01,2,1.2246467991473532e-16,-1.0,1526.1476,5.52,6406.0,10257.0,107577.61,10628.0,95123.90333333332
2015,6,Middle East,Model Y,22315,22673,81318.87,82,472,1579.9,Interpolated (Month),5909,2015-06-01,2,1.2246467991473532e-16,-1.0,991.6935365853658,5.7560975609756095,3622.0,5198.0,110530.57,6257.0,88838.19666666667
2015,6,Middle East,Model X,792,796,67670.59,75,439,52.15,Interpolated (Month),13742,2015-06-01,2,1.2246467991473532e-16,-1.0,902.2745333333332,5.8533333333333335,8123.0,10745.0,108948.32,10416.0,109666.64333333336
2015,6,Europe,Model Y,3186,3405,118602.28,60,344,164.4,Official (Quarter),6945,2015-06-01,2,1.2246467991473532e-16,-1.0,1976.7046666666668,5.733333333333333,10896.0,10232.0,88769.8,10750.333333333334,87650.63
2015,6,Asia,Model X,7878,8087,56209.18,75,417,492.77,Official (Quarter),8529,2015-06-01,2,1.2246467991473532e-16,-1.0,749.4557333333333,5.56,1504.0,8058.0,55441.42,8224.0,86193.18333333333
2015,6,Middle East,Model S,10855,12167,102378.18,100,559,910.19,Estimated (Region),5512,2015-06-01,2,1.2246467991473532e-16,-1.0,1023.7818,5.59,11967.0,5689.0,79277.01,9246.666666666666,74287.3
2015,6,Europe,Model X,12870,14534,116466.44,120,668,1289.57,Estimated (Region),14119,2015-06-01,2,1.2246467991473532e-16,-1.0,970.5536666666667,5.566666666666666,16130.0,3940.0,117425.58,9509.333333333334,101446.95
2015,7,Europe,Model S,12251,12593,69956.66,82,458,841.64,Estimated (Region),13761,2015-07-01,3,-0.4999999999999997,-0.8660254037844388,853.13,5.585365853658536,15474.0,10522.0,91294.24,11785.333333333334,70338.96666666667
2015,7,Asia,Model X,6558,6620,119297.22,100,566,556.77,Official (Quarter),12718,2015-07-01,3,-0.4999999999999997,-0.8660254037844388,1192.9722,5.66,7878.0,15110.0,56209.18,8164.0,75601.20333333332
2015,7,Asia,Model 3,10192,10427,83679.81,120,691,1056.4,Estimated (Region),3621,2015-07-01,3,-0.4999999999999997,-0.8660254037844388,697.3317499999999,5.758333333333334,6240.0,11229.0,62062.39,9400.666666666666,87316.7
2015,7,North America,Model X,16092,17133,58930.62,100,564,1361.38,Interpolated (Month),7356,2015-07-01,3,-0.4999999999999997,-0.8660254037844388,589.3062,5.64,11329.0,11775.0,104062.29,9103.666666666666,92406.02666666666
2015,7,Asia,Model Y,8461,8784,97705.19,100,588,746.26,Official (Quarter),10147,2015-07-01,3,-0.4999999999999997,-0.8660254037844388,977.0519,5.88,6828.0,7633.0,75498.89,7452.333333333333,88614.54666666668
2015,7,Europe,Cybertruck,6089,6791,63093.06,120,679,620.16,Official (Quarter),8105,2015-07-01,3,-0.4999999999999997,-0.8660254037844388,525.7755,5.658333333333333,9777.0,7509.0,66810.19,9112.0,78414.14333333333
